Arthropod Taxa	Arthropod Species Scientific Name	Common Name	Tree Host(s)*	Endangered Risk Rating	Reference(s)	referenceCitation
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Carya	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Carya	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Carya	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Carya	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Carya	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Castanea dentata	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Castanea dentata	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Castanea dentata	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Castanea dentata	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Castanea dentata	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Celtis occidentalis	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Celtis occidentalis	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Celtis occidentalis	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Celtis occidentalis	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Celtis occidentalis	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Corylus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Corylus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Corylus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Corylus	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Corylus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fagus grandifolia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fagus grandifolia	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fagus grandifolia	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fagus grandifolia	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fagus grandifolia	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus americanus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus americanus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus americanus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus americanus	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus pennsylvanica	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus pennsylvanica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus pennsylvanica	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus pennsylvanica	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Fraxinus pennsylvanica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Juglans	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Juglans	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Juglans	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Juglans	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Juglans	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Liriodendron tulipifera	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Liriodendron tulipifera	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Liriodendron tulipifera	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Liriodendron tulipifera	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Liriodendron tulipifera	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Malus domestica	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Malus domestica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Malus domestica	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Malus domestica	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Malus domestica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Platanus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Platanus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Platanus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Platanus	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Platanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Prunus virginiana	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Prunus virginiana	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Halysidota tessellaris (J. E. Smith)	Banded Tussock Moth/ Pale Tussock Moth	Prunus virginiana	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
